Beach Name,Wave Height,Wave Period,Battery Life,Measurement ID
Calumet Beach,0.139,3,11.3,CalumetBeach201406072400
Montrose Beach,0.123,4,11.5,MontroseBeach201406072400
Ohio Street Beach,0.127,3,12.3,OhioStreetBeach201406072400
Calumet Beach,0.138,3,11.3,CalumetBeach201406070100
Montrose Beach,0.114,7,11.5,MontroseBeach201406070100
Ohio Street Beach,0.104,2,12.3,OhioStreetBeach201406070100
Calumet Beach,0.111,3,11.3,CalumetBeach201406070200
Montrose Beach,0.121,4,11.5,MontroseBeach201406070200
Ohio Street Beach,0.089,3,12.3,OhioStreetBeach201406070200
Calumet Beach,0.109,2,11.3,CalumetBeach201406070300
Montrose Beach,0.104,4,11.5,MontroseBeach201406070300
Ohio Street Beach,0.087,4,12.2,OhioStreetBeach201406070300
Calumet Beach,0.148,2,11.3,CalumetBeach201406071300
Montrose Beach,0.141,3,11.5,MontroseBeach201406071300
Ohio Street Beach,0.175,6,12.1,OhioStreetBeach201406071300
Calumet Beach,0.098,2,11.3,CalumetBeach201406070400
Montrose Beach,0.091,4,11.5,MontroseBeach201406070400
Ohio Street Beach,0.08,2,12.2,OhioStreetBeach201406070400
Calumet Beach,0.085,2,11.3,CalumetBeach201406070900
Montrose Beach,0.084,4,11.5,MontroseBeach201406070900
Ohio Street Beach,0.078,3,12.2,OhioStreetBeach201406070900
Calumet Beach,0.254,6,10.8,CalumetBeach201406081800
Montrose Beach,0.436,6,11.4,MontroseBeach201406081800
Ohio Street Beach,0.36,4,11.9,OhioStreetBeach201406081800
Calumet Beach,0.096,2,11.3,CalumetBeach201406070500
Montrose Beach,0.093,4,11.5,MontroseBeach201406070500
Ohio Street Beach,0.071,2,12.2,OhioStreetBeach201406070500
Calumet Beach,0.099,2,11.3,CalumetBeach201406070600
Montrose Beach,0.083,4,11.5,MontroseBeach201406070600
Ohio Street Beach,0.068,2,12.2,OhioStreetBeach201406070600
Calumet Beach,0.099,2,11.3,CalumetBeach201406070700
Montrose Beach,0.086,3,11.5,MontroseBeach201406070700
Ohio Street Beach,0.096,3,12.2,OhioStreetBeach201406070700
Calumet Beach,0.092,2,11.3,CalumetBeach201406070800
Montrose Beach,0.088,4,11.5,MontroseBeach201406070800
Ohio Street Beach,0.103,2,12.2,OhioStreetBeach201406070800
Calumet Beach,0.1,3,11.3,CalumetBeach201406071000
Montrose Beach,0.081,2,11.5,MontroseBeach201406071000
Ohio Street Beach,0.089,7,12.1,OhioStreetBeach201406071000
Calumet Beach,0.082,2,11.3,CalumetBeach201406071100
Montrose Beach,0.095,3,11.5,MontroseBeach201406071100
Ohio Street Beach,0.144,2,12.1,OhioStreetBeach201406071100
Calumet Beach,0.112,2,11.3,CalumetBeach201406071400
Montrose Beach,0.117,6,11.5,MontroseBeach201406071400
Ohio Street Beach,0.178,3,12.1,OhioStreetBeach201406071400
Calumet Beach,0.108,2,11.3,CalumetBeach201406071200
Montrose Beach,0.12,3,11.5,MontroseBeach201406071200
Ohio Street Beach,0.121,3,12.1,OhioStreetBeach201406071200
Calumet Beach,0.13,2,11.3,CalumetBeach201406071600
Montrose Beach,0.144,5,11.5,MontroseBeach201406071600
Ohio Street Beach,0.166,2,12.1,OhioStreetBeach201406071600
Calumet Beach,0.171,2,11.3,CalumetBeach201406071500
Montrose Beach,0.121,2,11.5,MontroseBeach201406071500
Ohio Street Beach,0.169,3,12.1,OhioStreetBeach201406071500
Calumet Beach,0.19,3,11.3,CalumetBeach201406080100
Montrose Beach,0.344,3,11.4,MontroseBeach201406080100
Ohio Street Beach,0.211,3,12,OhioStreetBeach201406080100
Calumet Beach,0.197,2,11.3,CalumetBeach201406071700
Montrose Beach,0.162,4,11.5,MontroseBeach201406071700
Ohio Street Beach,0.174,2,12.1,OhioStreetBeach201406071700
Calumet Beach,0.135,2,11.3,CalumetBeach201406071800
Montrose Beach,0.177,7,11.5,MontroseBeach201406071800
Ohio Street Beach,0.167,2,12.1,OhioStreetBeach201406071800
Calumet Beach,0.172,2,11.3,CalumetBeach201406071900
Montrose Beach,0.185,2,11.5,MontroseBeach201406071900
Ohio Street Beach,0.145,2,12.1,OhioStreetBeach201406071900
Calumet Beach,0.184,2,11.3,CalumetBeach201406072000
Montrose Beach,0.222,3,11.5,MontroseBeach201406072000
Ohio Street Beach,0.149,2,12.1,OhioStreetBeach201406072000
Calumet Beach,0.215,3,11.3,CalumetBeach201406072100
Montrose Beach,0.222,2,11.5,MontroseBeach201406072100
Ohio Street Beach,0.158,3,12.1,OhioStreetBeach201406072100
Calumet Beach,0.206,3,11.3,CalumetBeach201406072200
Montrose Beach,0.233,3,11.5,MontroseBeach201406072200
Ohio Street Beach,0.153,3,12,OhioStreetBeach201406072200
Calumet Beach,0.187,3,11.3,CalumetBeach201406072300
Montrose Beach,0.243,3,11.5,MontroseBeach201406072300
Ohio Street Beach,0.16,3,12,OhioStreetBeach201406072300
Calumet Beach,0.186,3,11.3,CalumetBeach201406082400
Calumet Beach,0.217,4,11.3,CalumetBeach201406080200
Montrose Beach,0.294,3,11.4,MontroseBeach201406082400
Ohio Street Beach,0.158,3,12,OhioStreetBeach201406082400
Montrose Beach,0.352,4,11.4,MontroseBeach201406080200
Ohio Street Beach,0.28,4,12,OhioStreetBeach201406080200
Calumet Beach,0.228,4,11.3,CalumetBeach201406080300
Montrose Beach,0.326,3,11.4,MontroseBeach201406080300
Ohio Street Beach,0.26,4,12,OhioStreetBeach201406080300
Calumet Beach,0.265,4,11.3,CalumetBeach201406080400
Montrose Beach,0.394,4,11.4,MontroseBeach201406080400
Ohio Street Beach,0.293,4,12,OhioStreetBeach201406080400
Calumet Beach,0.238,4,11.3,CalumetBeach201406080500
Montrose Beach,0.472,4,11.4,MontroseBeach201406080500
Ohio Street Beach,0.331,4,12,OhioStreetBeach201406080500
Calumet Beach,0.237,5,11.3,CalumetBeach201406080600
Montrose Beach,0.45,5,11.4,MontroseBeach201406080600
Ohio Street Beach,0.319,4,12,OhioStreetBeach201406080600
Calumet Beach,0.241,5,11.3,CalumetBeach201406080700
Montrose Beach,0.473,6,11.4,MontroseBeach201406080700
Ohio Street Beach,0.355,5,12,OhioStreetBeach201406080700
Calumet Beach,0.246,4,11.3,CalumetBeach201406080800
Montrose Beach,0.479,5,11.4,MontroseBeach201406080800
Ohio Street Beach,0.32,5,12,OhioStreetBeach201406080800
Calumet Beach,0.241,6,11.3,CalumetBeach201406081100
Calumet Beach,0.25,6,11.3,CalumetBeach201406080900
Montrose Beach,0.473,5,11.4,MontroseBeach201406080900
Ohio Street Beach,0.357,5,12,OhioStreetBeach201406080900
Calumet Beach,0.202,4,11.2,CalumetBeach201406082300
Montrose Beach,0.391,5,11.4,MontroseBeach201406082300
Ohio Street Beach,0.249,4,11.9,OhioStreetBeach201406082300
Calumet Beach,0.182,4,11.2,CalumetBeach201406092400
Montrose Beach,0.389,5,11.4,MontroseBeach201406092400
Ohio Street Beach,0.239,5,11.9,OhioStreetBeach201406092400
Calumet Beach,0.244,5,11,CalumetBeach201406081000
Montrose Beach,0.462,6,11.4,MontroseBeach201406081000
Ohio Street Beach,0.372,5,11.9,OhioStreetBeach201406081000
Calumet Beach,0.206,5,11.3,CalumetBeach201406082000
Montrose Beach,0.433,5,11.4,MontroseBeach201406082000
Ohio Street Beach,0.321,6,11.9,OhioStreetBeach201406082000
Montrose Beach,0.515,6,11.4,MontroseBeach201406081100
Ohio Street Beach,0.425,5,12,OhioStreetBeach201406081100
Calumet Beach,0.259,6,11.3,CalumetBeach201406081200
Montrose Beach,0.526,6,11.4,MontroseBeach201406081200
Ohio Street Beach,0.384,6,11.9,OhioStreetBeach201406081200
Calumet Beach,0.251,4,11.3,CalumetBeach201406081300
Montrose Beach,0.492,6,11.4,MontroseBeach201406081300
Ohio Street Beach,0.402,6,11.9,OhioStreetBeach201406081300
Calumet Beach,0.263,4,11,CalumetBeach201406081400
Montrose Beach,0.503,6,11.4,MontroseBeach201406081400
Ohio Street Beach,0.357,6,11.9,OhioStreetBeach201406081400
Calumet Beach,0.162,5,11.2,CalumetBeach201406090300
Montrose Beach,0.381,5,11.4,MontroseBeach201406090300
Ohio Street Beach,0.238,4,11.8,OhioStreetBeach201406090300
Calumet Beach,0.143,5,11.2,CalumetBeach201406091100
Montrose Beach,0.28,4,11.3,MontroseBeach201406091100
Ohio Street Beach,0.199,4,11.8,OhioStreetBeach201406091100
Calumet Beach,0.252,6,11.3,CalumetBeach201406081500
Montrose Beach,0.485,6,11.4,MontroseBeach201406081500
Ohio Street Beach,0.348,3,11.9,OhioStreetBeach201406081500
Calumet Beach,0.246,5,11.3,CalumetBeach201406081600
Montrose Beach,0.489,6,11.4,MontroseBeach201406081600
Ohio Street Beach,0.409,4,11.9,OhioStreetBeach201406081600
Calumet Beach,0.238,6,11.3,CalumetBeach201406081700
Montrose Beach,0.47,6,11.4,MontroseBeach201406081700
Ohio Street Beach,0.354,4,11.9,OhioStreetBeach201406081700
Calumet Beach,0.224,4,11.3,CalumetBeach201406082100
Montrose Beach,0.435,5,11.4,MontroseBeach201406082100
Ohio Street Beach,0.283,4,11.9,OhioStreetBeach201406082100
Calumet Beach,0.143,5,11.2,CalumetBeach201406091000
Montrose Beach,0.3,4,11.3,MontroseBeach201406091000
Ohio Street Beach,0.218,3,11.8,OhioStreetBeach201406091000
Calumet Beach,0.133,3,11.2,CalumetBeach201406091600
Montrose Beach,0.312,3,11.3,MontroseBeach201406091600
Ohio Street Beach,0.213,4,11.8,OhioStreetBeach201406091600
Calumet Beach,0.237,5,11.3,CalumetBeach201406081900
Montrose Beach,0.433,5,11.4,MontroseBeach201406081900
Ohio Street Beach,0.293,4,11.9,OhioStreetBeach201406081900
Calumet Beach,0.201,4,11.3,CalumetBeach201406082200
Montrose Beach,0.406,5,11.4,MontroseBeach201406082200
Ohio Street Beach,0.266,4,11.9,OhioStreetBeach201406082200
Calumet Beach,0.177,6,11.2,CalumetBeach201406090100
Montrose Beach,0.356,5,11.4,MontroseBeach201406090100
Ohio Street Beach,0.223,4,11.8,OhioStreetBeach201406090100
Calumet Beach,0.172,6,11.2,CalumetBeach201406090200
Montrose Beach,0.356,5,11.4,MontroseBeach201406090200
Ohio Street Beach,0.249,4,11.8,OhioStreetBeach201406090200
Calumet Beach,0.172,3,11.2,CalumetBeach201406090500
Montrose Beach,0.356,6,11.4,MontroseBeach201406090500
Ohio Street Beach,0.222,4,11.8,OhioStreetBeach201406090500
Calumet Beach,0.166,6,11.2,CalumetBeach201406090400
Montrose Beach,0.37,4,11.4,MontroseBeach201406090400
Ohio Street Beach,0.228,5,11.8,OhioStreetBeach201406090400
Calumet Beach,0.169,5,11.2,CalumetBeach201406090600
Montrose Beach,0.32,5,11.4,MontroseBeach201406090600
Ohio Street Beach,0.213,5,11.8,OhioStreetBeach201406090600
Calumet Beach,0.174,5,11.2,CalumetBeach201406090700
Montrose Beach,0.326,5,11.3,MontroseBeach201406090700
Ohio Street Beach,0.202,4,11.8,OhioStreetBeach201406090700
Calumet Beach,0.154,4,11.2,CalumetBeach201406090800
Montrose Beach,0.324,4,11.3,MontroseBeach201406090800
Ohio Street Beach,0.201,4,11.8,OhioStreetBeach201406090800
Calumet Beach,0.147,5,11.2,CalumetBeach201406090900
Montrose Beach,0.313,4,11.3,MontroseBeach201406090900
Ohio Street Beach,0.21,4,11.8,OhioStreetBeach201406090900
Calumet Beach,0.13,4,11.2,CalumetBeach201406091200
Montrose Beach,0.289,3,11.3,MontroseBeach201406091200
Ohio Street Beach,0.201,4,11.8,OhioStreetBeach201406091200
Calumet Beach,0.128,4,11.2,CalumetBeach201406091300
Montrose Beach,0.278,3,11.3,MontroseBeach201406091300
Ohio Street Beach,0.193,4,11.8,OhioStreetBeach201406091300
Calumet Beach,0.129,3,11.2,CalumetBeach201406091400
Montrose Beach,0.314,3,11.3,MontroseBeach201406091400
Ohio Street Beach,0.199,3,11.8,OhioStreetBeach201406091400
Calumet Beach,0.134,4,11.2,CalumetBeach201406091500
Montrose Beach,0.324,3,11.3,MontroseBeach201406091500
Ohio Street Beach,0.237,3,11.8,OhioStreetBeach201406091500
Calumet Beach,0.15,4,11.2,CalumetBeach201406091700
Montrose Beach,0.33,3,11.3,MontroseBeach201406091700
Ohio Street Beach,0.219,4,11.8,OhioStreetBeach201406091700
Calumet Beach,0.15,4,11.2,CalumetBeach201406091800
Montrose Beach,0.295,3,11.3,MontroseBeach201406091800
Ohio Street Beach,0.272,4,11.7,OhioStreetBeach201406091800
Calumet Beach,0.16,4,11.2,CalumetBeach201406091900
Montrose Beach,0.299,3,11.3,MontroseBeach201406091900
Ohio Street Beach,0.216,3,11.7,OhioStreetBeach201406091900
Calumet Beach,0.167,4,11.2,CalumetBeach201406092000
Montrose Beach,0.303,3,11.3,MontroseBeach201406092000
Ohio Street Beach,0.203,3,11.7,OhioStreetBeach201406092000
Calumet Beach,0.168,3,11.2,CalumetBeach201406092100
Montrose Beach,0.303,3,11.3,MontroseBeach201406092100
Calumet Beach,0.15,3,11.2,CalumetBeach201406092300
Ohio Street Beach,0.189,3,11.7,OhioStreetBeach201406092100
Calumet Beach,0.161,3,11.2,CalumetBeach201406092200
Montrose Beach,0.268,3,11.3,MontroseBeach201406092200
Ohio Street Beach,0.199,3,11.7,OhioStreetBeach201406092200
Montrose Beach,0.284,3,11.3,MontroseBeach201406092300
Ohio Street Beach,0.182,3,11.7,OhioStreetBeach201406092300
Calumet Beach,0.142,3,11.2,CalumetBeach201406102400
Montrose Beach,0.271,3,11.3,MontroseBeach201406102400
Ohio Street Beach,0.168,3,11.7,OhioStreetBeach201406102400
Calumet Beach,0.15,3,11.2,CalumetBeach201406100100
Montrose Beach,0.261,3,11.3,MontroseBeach201406100100
Ohio Street Beach,0.173,3,11.7,OhioStreetBeach201406100100
Calumet Beach,0.136,3,11.2,CalumetBeach201406100200
Montrose Beach,0.262,3,11.3,MontroseBeach201406100200
Ohio Street Beach,0.152,3,11.7,OhioStreetBeach201406100200
Calumet Beach,0.136,4,11.2,CalumetBeach201406100300
Montrose Beach,0.247,4,11.3,MontroseBeach201406100300
Ohio Street Beach,0.162,3,11.7,OhioStreetBeach201406100300
Calumet Beach,0.134,4,11.2,CalumetBeach201406100400
Montrose Beach,0.264,3,11.3,MontroseBeach201406100400
Ohio Street Beach,0.157,3,11.7,OhioStreetBeach201406100400
Calumet Beach,0.136,4,11.2,CalumetBeach201406100500
Montrose Beach,0.267,4,11.3,MontroseBeach201406100500
Ohio Street Beach,0.152,3,11.7,OhioStreetBeach201406100500
Calumet Beach,0.13,4,11.2,CalumetBeach201406100600
Montrose Beach,0.293,3,11.3,MontroseBeach201406100600
Ohio Street Beach,0.159,3,11.7,OhioStreetBeach201406100600
Calumet Beach,0.124,3,11.2,CalumetBeach201406100700
Montrose Beach,0.287,3,11.3,MontroseBeach201406100700
Ohio Street Beach,0.178,4,11.7,OhioStreetBeach201406100700
Calumet Beach,0.127,3,11.2,CalumetBeach201406100800
Montrose Beach,0.284,3,11.3,MontroseBeach201406100800
Ohio Street Beach,0.204,3,11.7,OhioStreetBeach201406100800
Calumet Beach,0.132,3,11.2,CalumetBeach201406100900
Montrose Beach,0.286,3,11.3,MontroseBeach201406100900
Ohio Street Beach,0.188,4,11.7,OhioStreetBeach201406100900
Calumet Beach,0.129,3,11.2,CalumetBeach201406101000
Montrose Beach,0.298,3,11.3,MontroseBeach201406101000
Ohio Street Beach,0.211,3,11.7,OhioStreetBeach201406101000
Calumet Beach,0.131,3,11.2,CalumetBeach201406101100
Montrose Beach,0.274,3,11.3,MontroseBeach201406101100
Calumet Beach,0.139,3,11.1,CalumetBeach201406101300
Ohio Street Beach,0.206,3,11.7,OhioStreetBeach201406101100
Calumet Beach,0.136,3,11.2,CalumetBeach201406101200
Montrose Beach,0.279,3,11.3,MontroseBeach201406101200
Ohio Street Beach,0.198,3,11.7,OhioStreetBeach201406101200
Montrose Beach,0.319,3,11.3,MontroseBeach201406101300
Ohio Street Beach,0.205,3,11.7,OhioStreetBeach201406101300
Calumet Beach,0.143,3,11.2,CalumetBeach201406101400
Montrose Beach,0.313,3,11.3,MontroseBeach201406101400
Ohio Street Beach,0.211,3,11.7,OhioStreetBeach201406101400
Calumet Beach,0.152,3,11.2,CalumetBeach201406101500
Montrose Beach,0.319,3,11.3,MontroseBeach201406101500
Ohio Street Beach,0.225,3,11.7,OhioStreetBeach201406101500
Calumet Beach,0.155,4,11.1,CalumetBeach201406101600
Montrose Beach,0.336,3,11.3,MontroseBeach201406101600
Ohio Street Beach,0.217,4,11.7,OhioStreetBeach201406101600
Calumet Beach,0.174,4,11.2,CalumetBeach201406101700
Montrose Beach,0.335,3,11.3,MontroseBeach201406101700
Ohio Street Beach,0.242,3,11.7,OhioStreetBeach201406101700
Calumet Beach,0.181,4,11.1,CalumetBeach201406101800
Montrose Beach,0.355,4,11.3,MontroseBeach201406101800
Ohio Street Beach,0.256,4,11.7,OhioStreetBeach201406101800
Calumet Beach,0.178,4,11.1,CalumetBeach201406101900
Montrose Beach,0.376,4,11.3,MontroseBeach201406101900
Ohio Street Beach,0.243,4,11.6,OhioStreetBeach201406101900
Calumet Beach,0.214,4,11.1,CalumetBeach201406102000
Montrose Beach,0.356,4,11.3,MontroseBeach201406102000
Ohio Street Beach,0.262,4,11.6,OhioStreetBeach201406102000
Calumet Beach,0.258,4,11.1,CalumetBeach201406102100
Montrose Beach,0.383,4,11.3,MontroseBeach201406102100
Ohio Street Beach,0.289,4,11.6,OhioStreetBeach201406102100
Calumet Beach,0.25,4,11.1,CalumetBeach201406102200
Montrose Beach,0.42,4,11.3,MontroseBeach201406102200
Ohio Street Beach,0.311,4,11.6,OhioStreetBeach201406102200
Calumet Beach,0.265,4,11.1,CalumetBeach201406102300
Montrose Beach,0.427,4,11.3,MontroseBeach201406102300
Ohio Street Beach,0.294,4,11.6,OhioStreetBeach201406102300
Calumet Beach,0.259,4,11.1,CalumetBeach201406112400
Montrose Beach,0.409,4,11.3,MontroseBeach201406112400
Ohio Street Beach,0.308,4,11.6,OhioStreetBeach201406112400
Calumet Beach,0.273,4,11.1,CalumetBeach201406110100
Montrose Beach,0.41,4,11.3,MontroseBeach201406110100
Ohio Street Beach,0.274,4,11.6,OhioStreetBeach201406110100
Calumet Beach,0.274,5,11.1,CalumetBeach201406110200
Montrose Beach,0.45,4,11.3,MontroseBeach201406110200
Ohio Street Beach,0.247,4,11.6,OhioStreetBeach201406110200
Calumet Beach,0.238,4,11.1,CalumetBeach201406110300
Montrose Beach,0.415,4,11.3,MontroseBeach201406110300
Ohio Street Beach,0.257,4,11.6,OhioStreetBeach201406110300
Calumet Beach,0.254,4,11.1,CalumetBeach201406110400
Montrose Beach,0.466,5,11.3,MontroseBeach201406110400
Ohio Street Beach,0.297,4,11.6,OhioStreetBeach201406110400
Calumet Beach,0.209,4,11.1,CalumetBeach201406110500
Montrose Beach,0.455,5,11.2,MontroseBeach201406110500
Ohio Street Beach,0.28,4,11.6,OhioStreetBeach201406110500
Calumet Beach,0.171,4,11.1,CalumetBeach201406110600
Montrose Beach,0.406,4,11.3,MontroseBeach201406110600
Ohio Street Beach,0.254,4,11.6,OhioStreetBeach201406110600
Calumet Beach,0.156,4,11.1,CalumetBeach201406110700
Montrose Beach,0.385,5,11.3,MontroseBeach201406110700
Ohio Street Beach,0.257,5,11.6,OhioStreetBeach201406110700
Calumet Beach,0.161,4,11.1,CalumetBeach201406110800
Montrose Beach,0.394,5,11.3,MontroseBeach201406110800
Ohio Street Beach,0.22,4,11.6,OhioStreetBeach201406110800
Calumet Beach,0.154,4,11.1,CalumetBeach201406110900
Montrose Beach,0.36,4,11.3,MontroseBeach201406110900
Ohio Street Beach,0.224,5,11.6,OhioStreetBeach201406110900
Calumet Beach,0.155,4,11.1,CalumetBeach201406111000
Montrose Beach,0.357,4,11.3,MontroseBeach201406111000
Ohio Street Beach,0.23,5,11.6,OhioStreetBeach201406111000
Calumet Beach,0.157,4,11.1,CalumetBeach201406111100
Montrose Beach,0.348,5,11.2,MontroseBeach201406111100
Ohio Street Beach,0.256,5,11.6,OhioStreetBeach201406111100
Calumet Beach,0.144,5,11.1,CalumetBeach201406111200
Montrose Beach,0.339,5,11.2,MontroseBeach201406111200
Ohio Street Beach,0.225,4,11.6,OhioStreetBeach201406111200
Calumet Beach,0.153,4,11.1,CalumetBeach201406111300
Montrose Beach,0.31,4,11.2,MontroseBeach201406111300
Ohio Street Beach,0.221,4,11.6,OhioStreetBeach201406111300
Calumet Beach,0.145,4,11.1,CalumetBeach201406111400
Montrose Beach,0.289,4,11.2,MontroseBeach201406111400
Ohio Street Beach,0.186,4,11.6,OhioStreetBeach201406111400
Calumet Beach,0.14,4,11.1,CalumetBeach201406111500
Montrose Beach,0.283,3,11.2,MontroseBeach201406111500
Ohio Street Beach,0.172,4,11.6,OhioStreetBeach201406111500
Calumet Beach,0.125,4,11.1,CalumetBeach201406111600
Montrose Beach,0.282,4,11.2,MontroseBeach201406111600
Ohio Street Beach,0.18,4,11.6,OhioStreetBeach201406111600
Calumet Beach,0.122,3,11.1,CalumetBeach201406111700
Montrose Beach,0.275,4,11.2,MontroseBeach201406111700
Ohio Street Beach,0.175,4,11.6,OhioStreetBeach201406111700
Calumet Beach,0.124,4,11.1,CalumetBeach201406111800
Montrose Beach,0.284,4,11.2,MontroseBeach201406111800
Ohio Street Beach,0.185,4,11.6,OhioStreetBeach201406111800
Calumet Beach,0.139,4,10.9,CalumetBeach201406111900
Montrose Beach,0.267,3,11.2,MontroseBeach201406111900
Ohio Street Beach,0.197,5,11.6,OhioStreetBeach201406111900
Calumet Beach,0.141,4,11.1,CalumetBeach201406112000
Montrose Beach,0.25,5,11.2,MontroseBeach201406112000
Ohio Street Beach,0.174,5,11.6,OhioStreetBeach201406112000
Calumet Beach,0.13,5,11.1,CalumetBeach201406112100
Montrose Beach,0.242,4,11.2,MontroseBeach201406112100
Ohio Street Beach,0.176,4,11.6,OhioStreetBeach201406112100
Calumet Beach,0.11,3,11.1,CalumetBeach201406130300
63rd Street Beach,0.209,3,12,63rdStreetBeach201406130300
Montrose Beach,0.172,2,11.2,MontroseBeach201406130300
Osterman Beach,0.129,2,12.3,OstermanBeach201406130300
Ohio Street Beach,0.141,2,11.5,OhioStreetBeach201406130300
Rainbow Beach,0.224,3,11.9,RainbowBeach201406130300
63rd Street Beach,0.14,4,11,63rdStreetBeach201309181000
Rainbow Beach,0.013,10,12.6,RainbowBeach201405211300
Osterman Beach,0.231,4,9.4,OstermanBeach201308312300
Calumet Beach,0.139,2,11,CalumetBeach201406131500
63rd Street Beach,0.153,2,11.9,63rdStreetBeach201406131500
Montrose Beach,0.197,4,11.2,MontroseBeach201406131500
Osterman Beach,0.153,4,12.2,OstermanBeach201406131500
Ohio Street Beach,0.144,3,11.4,OhioStreetBeach201406131500
Rainbow Beach,0.151,3,11.7,RainbowBeach201406131500
Calumet Beach,0.126,4,11.1,CalumetBeach201406112200
Montrose Beach,0.234,4,11.2,MontroseBeach201406112200
Ohio Street Beach,0.177,5,11.5,OhioStreetBeach201406112200
Calumet Beach,0.135,5,11.1,CalumetBeach201406112300
