Beach Name,Water Temperature,Turbidity,Transducer Depth,Measurement ID
Montrose Beach,18.9,0.57,1.355,MontroseBeach201406061500
Calumet Beach,21,1.16,1.403,CalumetBeach201406061600
Montrose Beach,19.3,0.47,1.369,MontroseBeach201406061600
Ohio Street Beach,18.8,0.7,1.495,OhioStreetBeach201406061400
Calumet Beach,21,1.15,1.385,CalumetBeach201406061700
Montrose Beach,19.4,0.42,1.363,MontroseBeach201406061700
Ohio Street Beach,19.8,0.78,1.471,OhioStreetBeach201406061700
Calumet Beach,21,1.12,1.442,CalumetBeach201406061800
Montrose Beach,18.8,0.28,1.427,MontroseBeach201406061800
Ohio Street Beach,19.7,0.77,1.536,OhioStreetBeach201406061800
Calumet Beach,21.3,1.36,1.431,CalumetBeach201406061900
Montrose Beach,19.3,0.45,1.418,MontroseBeach201406061900
Ohio Street Beach,19.2,0.8,1.54,OhioStreetBeach201406061900
Calumet Beach,21.4,1.43,1.458,CalumetBeach201406062000
Montrose Beach,18.4,0.31,1.4,MontroseBeach201406062000
Ohio Street Beach,18.7,1.03,1.54,OhioStreetBeach201406062000
Calumet Beach,21.2,1.4,1.443,CalumetBeach201406062100
Montrose Beach,17.9,0.26,1.392,MontroseBeach201406062100
Ohio Street Beach,18.1,0.83,1.549,OhioStreetBeach201406062100
Calumet Beach,20.7,1.37,1.409,CalumetBeach201406062200
Montrose Beach,17.2,0.27,1.392,MontroseBeach201406062200
Ohio Street Beach,17.3,1,1.551,OhioStreetBeach201406062200
Calumet Beach,20.4,1.28,1.457,CalumetBeach201406062300
Montrose Beach,16.8,0.34,1.429,MontroseBeach201406062300
Ohio Street Beach,17.1,1.12,1.554,OhioStreetBeach201406062300
Calumet Beach,20.5,1.71,1.469,CalumetBeach201406072400
Montrose Beach,16.4,0.22,1.398,MontroseBeach201406072400
Ohio Street Beach,16.8,1.21,1.557,OhioStreetBeach201406072400
Calumet Beach,20.2,1.51,1.42,CalumetBeach201406070100
Montrose Beach,16.3,0.38,1.401,MontroseBeach201406070100
Ohio Street Beach,16.6,0.97,1.534,OhioStreetBeach201406070100
Calumet Beach,19.8,1.44,1.35,CalumetBeach201406070200
Montrose Beach,16.2,0.25,1.369,MontroseBeach201406070200
Ohio Street Beach,16.6,0.95,1.47,OhioStreetBeach201406070200
Calumet Beach,19.6,1.3,1.371,CalumetBeach201406070300
Montrose Beach,16.2,0.28,1.393,MontroseBeach201406070300
Ohio Street Beach,16.6,0.97,1.482,OhioStreetBeach201406070300
Calumet Beach,20.6,1.01,1.374,CalumetBeach201406071300
Montrose Beach,17,0.07,1.358,MontroseBeach201406071300
Ohio Street Beach,17.6,1.04,1.495,OhioStreetBeach201406071300
Calumet Beach,19.4,1.15,1.439,CalumetBeach201406070400
Montrose Beach,16.3,0.25,1.379,MontroseBeach201406070400
Ohio Street Beach,16.6,1.04,1.533,OhioStreetBeach201406070400
Calumet Beach,19.4,1.25,1.437,CalumetBeach201406070900
Montrose Beach,16.5,0.22,1.436,MontroseBeach201406070900
Ohio Street Beach,17,0.81,1.55,OhioStreetBeach201406070900
Calumet Beach,19.6,2.73,1.509,CalumetBeach201406081800
Montrose Beach,15.5,25.1,1.671,MontroseBeach201406081800
Ohio Street Beach,16.8,8.21,1.756,OhioStreetBeach201406081800
Calumet Beach,19.3,1.19,1.435,CalumetBeach201406070500
Montrose Beach,16.2,0.3,1.391,MontroseBeach201406070500
Ohio Street Beach,16.5,0.79,1.549,OhioStreetBeach201406070500
Calumet Beach,19.2,1.12,1.482,CalumetBeach201406070600
Montrose Beach,16.2,0.32,1.402,MontroseBeach201406070600
Ohio Street Beach,16.6,0.71,1.575,OhioStreetBeach201406070600
Calumet Beach,19.2,1,1.412,CalumetBeach201406070700
Montrose Beach,16.4,0.29,1.418,MontroseBeach201406070700
Ohio Street Beach,16.7,0.73,1.529,OhioStreetBeach201406070700
Calumet Beach,19.3,1.17,1.444,CalumetBeach201406070800
Montrose Beach,16.4,0.41,1.437,MontroseBeach201406070800
Ohio Street Beach,16.8,0.84,1.543,OhioStreetBeach201406070800
Calumet Beach,19.7,0.81,1.466,CalumetBeach201406071000
Montrose Beach,16.5,0.24,1.373,MontroseBeach201406071000
Ohio Street Beach,17.2,1.4,1.535,OhioStreetBeach201406071000
Calumet Beach,20.2,0.99,1.448,CalumetBeach201406071100
Montrose Beach,16.6,0.2,1.397,MontroseBeach201406071100
Ohio Street Beach,17.5,0.86,1.554,OhioStreetBeach201406071100
Calumet Beach,21.2,1.09,1.414,CalumetBeach201406071400
Montrose Beach,16.6,0.13,1.393,MontroseBeach201406071400
Ohio Street Beach,18.1,1.13,1.53,OhioStreetBeach201406071400
Calumet Beach,20.5,1.01,1.389,CalumetBeach201406071200
Montrose Beach,16.8,0.12,1.374,MontroseBeach201406071200
Ohio Street Beach,17.7,1.13,1.53,OhioStreetBeach201406071200
Calumet Beach,21.2,1.07,1.379,CalumetBeach201406071600
Montrose Beach,16.8,0.18,1.333,MontroseBeach201406071600
Ohio Street Beach,18.4,0.86,1.503,OhioStreetBeach201406071600
Calumet Beach,21.5,1.1,1.429,CalumetBeach201406071500
Montrose Beach,16.8,0.16,1.33,MontroseBeach201406071500
Ohio Street Beach,18.4,1.15,1.534,OhioStreetBeach201406071500
Calumet Beach,20.1,1.44,1.513,CalumetBeach201406080100
Montrose Beach,16.9,1.48,1.406,MontroseBeach201406080100
Ohio Street Beach,17.4,0.85,1.49,OhioStreetBeach201406080100
Calumet Beach,21.1,1.01,1.379,CalumetBeach201406071700
Montrose Beach,16.5,0.28,1.371,MontroseBeach201406071700
Ohio Street Beach,18.5,0.77,1.523,OhioStreetBeach201406071700
Calumet Beach,21.1,1.2,1.368,CalumetBeach201406071800
Montrose Beach,17.1,0.33,1.358,MontroseBeach201406071800
Ohio Street Beach,18.3,1.08,1.523,OhioStreetBeach201406071800
Calumet Beach,21.2,1.43,1.408,CalumetBeach201406071900
Montrose Beach,17.3,0.33,1.333,MontroseBeach201406071900
Ohio Street Beach,18.3,1.14,1.476,OhioStreetBeach201406071900
Calumet Beach,21.5,1.81,1.389,CalumetBeach201406072000
Montrose Beach,18,0.65,1.384,MontroseBeach201406072000
Ohio Street Beach,18,0.99,1.516,OhioStreetBeach201406072000
Calumet Beach,20.8,1.96,1.398,CalumetBeach201406072100
Montrose Beach,17.7,0.51,1.381,MontroseBeach201406072100
Ohio Street Beach,17.8,0.92,1.495,OhioStreetBeach201406072100
Calumet Beach,20.4,1.74,1.415,CalumetBeach201406072200
Montrose Beach,17.1,0.32,1.425,MontroseBeach201406072200
Ohio Street Beach,17.7,0.83,1.562,OhioStreetBeach201406072200
Calumet Beach,20.6,2.19,1.439,CalumetBeach201406072300
Montrose Beach,16.9,0.45,1.458,MontroseBeach201406072300
Ohio Street Beach,17.6,0.8,1.585,OhioStreetBeach201406072300
Calumet Beach,20.8,2.08,1.475,CalumetBeach201406082400
Calumet Beach,20,1.3,1.478,CalumetBeach201406080200
Montrose Beach,17.2,1.49,1.414,MontroseBeach201406082400
Ohio Street Beach,17.5,0.9,1.56,OhioStreetBeach201406082400
Montrose Beach,16.6,2.17,1.415,MontroseBeach201406080200
Ohio Street Beach,17.3,2.3,1.538,OhioStreetBeach201406080200
Calumet Beach,20,1.67,1.443,CalumetBeach201406080300
Montrose Beach,16.6,2.13,1.418,MontroseBeach201406080300
Ohio Street Beach,17.1,3.03,1.556,OhioStreetBeach201406080300
Calumet Beach,19.9,2.01,1.541,CalumetBeach201406080400
Montrose Beach,16.1,2.51,1.433,MontroseBeach201406080400
Ohio Street Beach,16.9,3.63,1.542,OhioStreetBeach201406080400
Calumet Beach,19.9,3.48,1.501,CalumetBeach201406080500
Montrose Beach,16.4,5.2,1.486,MontroseBeach201406080500
Ohio Street Beach,16.5,4.59,1.585,OhioStreetBeach201406080500
Calumet Beach,19.4,3.11,1.509,CalumetBeach201406080600
Montrose Beach,16.3,8.19,1.554,MontroseBeach201406080600
Ohio Street Beach,16.6,6.32,1.62,OhioStreetBeach201406080600
Calumet Beach,19.3,2.52,1.504,CalumetBeach201406080700
Montrose Beach,16.2,10.43,1.591,MontroseBeach201406080700
Ohio Street Beach,16.5,6.76,1.643,OhioStreetBeach201406080700
Calumet Beach,19.2,2.75,1.548,CalumetBeach201406080800
Montrose Beach,16.2,12.28,1.625,MontroseBeach201406080800
Ohio Street Beach,16.1,6.87,1.65,OhioStreetBeach201406080800
Calumet Beach,19.2,2.66,1.527,CalumetBeach201406081100
Calumet Beach,19.2,2.81,1.53,CalumetBeach201406080900
Montrose Beach,16.1,13.13,1.62,MontroseBeach201406080900
Ohio Street Beach,16,6.34,1.66,OhioStreetBeach201406080900
Calumet Beach,19.2,2.45,1.503,CalumetBeach201406082300
Montrose Beach,15.5,24.11,1.663,MontroseBeach201406082300
Ohio Street Beach,16.2,6.73,1.707,OhioStreetBeach201406082300
Calumet Beach,19,3.16,1.516,CalumetBeach201406092400
Montrose Beach,15.2,22.93,1.662,MontroseBeach201406092400
Ohio Street Beach,16.1,7.58,1.745,OhioStreetBeach201406092400
Calumet Beach,19.2,2.9,1.544,CalumetBeach201406081000
Montrose Beach,16.3,14.5,1.62,MontroseBeach201406081000
Ohio Street Beach,16,6.64,1.686,OhioStreetBeach201406081000
Calumet Beach,19.4,2.82,1.444,CalumetBeach201406082000
Montrose Beach,15.4,25.96,1.647,MontroseBeach201406082000
Ohio Street Beach,16.7,7.33,1.688,OhioStreetBeach201406082000
Montrose Beach,16.3,21.62,1.668,MontroseBeach201406081100
Ohio Street Beach,16.2,7.23,1.709,OhioStreetBeach201406081100
Calumet Beach,19.3,2.99,1.603,CalumetBeach201406081200
Montrose Beach,16.6,21.88,1.719,MontroseBeach201406081200
Ohio Street Beach,16.4,6.74,1.744,OhioStreetBeach201406081200
Calumet Beach,19.4,3.17,1.54,CalumetBeach201406081300
Montrose Beach,16.6,22.86,1.645,MontroseBeach201406081300
Ohio Street Beach,16.7,8.66,1.676,OhioStreetBeach201406081300
Calumet Beach,19.5,3.34,1.528,CalumetBeach201406081400
Montrose Beach,16.8,25.56,1.673,MontroseBeach201406081400
Ohio Street Beach,16.8,9.15,1.797,OhioStreetBeach201406081400
Calumet Beach,18.1,2.61,1.502,CalumetBeach201406090300
Montrose Beach,15.1,22.43,1.616,MontroseBeach201406090300
Ohio Street Beach,15.8,6.71,1.694,OhioStreetBeach201406090300
Calumet Beach,18.4,2.19,1.5,CalumetBeach201406091100
Montrose Beach,15.4,20.43,1.628,MontroseBeach201406091100
Ohio Street Beach,16.6,5.04,1.717,OhioStreetBeach201406091100
Calumet Beach,19.6,3.23,1.474,CalumetBeach201406081500
Montrose Beach,16.3,23.48,1.606,MontroseBeach201406081500
Ohio Street Beach,17,8.54,1.692,OhioStreetBeach201406081500
Calumet Beach,19.8,3.22,1.552,CalumetBeach201406081600
Montrose Beach,16.2,25.16,1.628,MontroseBeach201406081600
Ohio Street Beach,16.9,8.47,1.687,OhioStreetBeach201406081600
Calumet Beach,19.7,2.84,1.527,CalumetBeach201406081700
Montrose Beach,16,27.82,1.632,MontroseBeach201406081700
Ohio Street Beach,16.9,8.83,1.724,OhioStreetBeach201406081700
Calumet Beach,19.2,2.6,1.484,CalumetBeach201406082100
Montrose Beach,15.7,29.84,1.639,MontroseBeach201406082100
Ohio Street Beach,16.3,7,1.713,OhioStreetBeach201406082100
Calumet Beach,18.2,2.41,1.517,CalumetBeach201406091000
Montrose Beach,15.1,20.41,1.646,MontroseBeach201406091000
Ohio Street Beach,16.3,4.62,1.696,OhioStreetBeach201406091000
Calumet Beach,19.3,1.97,1.435,CalumetBeach201406091600
Montrose Beach,16.5,24.59,1.588,MontroseBeach201406091600
Ohio Street Beach,17.9,6.31,1.621,OhioStreetBeach201406091600
Calumet Beach,19.5,2.94,1.507,CalumetBeach201406081900
Montrose Beach,16,27.41,1.641,MontroseBeach201406081900
Ohio Street Beach,16.7,6.65,1.722,OhioStreetBeach201406081900
Calumet Beach,19.3,2.5,1.471,CalumetBeach201406082200
Montrose Beach,15.6,22.97,1.632,MontroseBeach201406082200
Ohio Street Beach,16.3,7.23,1.725,OhioStreetBeach201406082200
Calumet Beach,18.7,2.66,1.439,CalumetBeach201406090100
Montrose Beach,15.1,22.66,1.636,MontroseBeach201406090100
Ohio Street Beach,16,5.63,1.657,OhioStreetBeach201406090100
Calumet Beach,18.4,2.5,1.521,CalumetBeach201406090200
Montrose Beach,15,20.44,1.655,MontroseBeach201406090200
Ohio Street Beach,15.9,6.63,1.731,OhioStreetBeach201406090200
Calumet Beach,17.9,2.66,1.435,CalumetBeach201406090500
Montrose Beach,14.8,26.85,1.608,MontroseBeach201406090500
Ohio Street Beach,15.8,6.29,1.652,OhioStreetBeach201406090500
Calumet Beach,18,2.79,1.514,CalumetBeach201406090400
Montrose Beach,15.1,27.43,1.61,MontroseBeach201406090400
Ohio Street Beach,15.8,7.36,1.655,OhioStreetBeach201406090400
Calumet Beach,17.8,2.69,1.413,CalumetBeach201406090600
Montrose Beach,14.7,27.56,1.587,MontroseBeach201406090600
Ohio Street Beach,15.8,5.72,1.659,OhioStreetBeach201406090600
Calumet Beach,17.8,2.62,1.392,CalumetBeach201406090700
Montrose Beach,14.7,24.67,1.623,MontroseBeach201406090700
Ohio Street Beach,15.7,6.04,1.708,OhioStreetBeach201406090700
Calumet Beach,17.8,2.46,1.47,CalumetBeach201406090800
Montrose Beach,14.8,23.8,1.634,MontroseBeach201406090800
Ohio Street Beach,15.8,6.15,1.677,OhioStreetBeach201406090800
Calumet Beach,18,2.36,1.548,CalumetBeach201406090900
Montrose Beach,15,22.61,1.647,MontroseBeach201406090900
Ohio Street Beach,16,6.52,1.717,OhioStreetBeach201406090900
Calumet Beach,18.7,2.12,1.464,CalumetBeach201406091200
Montrose Beach,15.6,23.42,1.65,MontroseBeach201406091200
Ohio Street Beach,16.9,4.67,1.732,OhioStreetBeach201406091200
Calumet Beach,18.9,2.11,1.45,CalumetBeach201406091300
Montrose Beach,15.9,23.26,1.604,MontroseBeach201406091300
Ohio Street Beach,17.6,3.17,1.686,OhioStreetBeach201406091300
Calumet Beach,19.3,2.04,1.493,CalumetBeach201406091400
Montrose Beach,16.1,22.69,1.671,MontroseBeach201406091400
Ohio Street Beach,18.1,3.64,1.738,OhioStreetBeach201406091400
Calumet Beach,19.2,2.04,1.506,CalumetBeach201406091500
Montrose Beach,16.3,24.59,1.605,MontroseBeach201406091500
Ohio Street Beach,17.9,5.17,1.667,OhioStreetBeach201406091500
Calumet Beach,19.4,1.94,1.415,CalumetBeach201406091700
Montrose Beach,16.6,25.45,1.614,MontroseBeach201406091700
Ohio Street Beach,18.1,5.21,1.65,OhioStreetBeach201406091700
Calumet Beach,19.3,2.02,1.432,CalumetBeach201406091800
Montrose Beach,16.5,26.29,1.597,MontroseBeach201406091800
Ohio Street Beach,17.9,5.14,1.664,OhioStreetBeach201406091800
Calumet Beach,19.4,1.86,1.458,CalumetBeach201406091900
Montrose Beach,16.4,26.67,1.653,MontroseBeach201406091900
Ohio Street Beach,18.1,4.67,1.7,OhioStreetBeach201406091900
Calumet Beach,19.3,1.91,1.5,CalumetBeach201406092000
Montrose Beach,16.4,25.89,1.576,MontroseBeach201406092000
Ohio Street Beach,17.9,4.33,1.699,OhioStreetBeach201406092000
Calumet Beach,19,2.07,1.401,CalumetBeach201406092100
Montrose Beach,16.5,26.98,1.633,MontroseBeach201406092100
Calumet Beach,18.7,2.14,1.488,CalumetBeach201406092300
Ohio Street Beach,17.9,6.24,1.705,OhioStreetBeach201406092100
Calumet Beach,18.8,2.17,1.498,CalumetBeach201406092200
Montrose Beach,16.2,24.35,1.608,MontroseBeach201406092200
Ohio Street Beach,17.4,4.83,1.715,OhioStreetBeach201406092200
Montrose Beach,16.2,24.91,1.675,MontroseBeach201406092300
Ohio Street Beach,17.4,4.42,1.705,OhioStreetBeach201406092300
Calumet Beach,18.6,2.19,1.458,CalumetBeach201406102400
Montrose Beach,16.2,23.49,1.606,MontroseBeach201406102400
Ohio Street Beach,16.7,4.81,1.681,OhioStreetBeach201406102400
Calumet Beach,18.5,2.2,1.424,CalumetBeach201406100100
Montrose Beach,16.2,23.45,1.635,MontroseBeach201406100100
Ohio Street Beach,17.1,3.98,1.694,OhioStreetBeach201406100100
Calumet Beach,18.4,2.08,1.429,CalumetBeach201406100200
Montrose Beach,16.1,24.22,1.569,MontroseBeach201406100200
Ohio Street Beach,17,3.27,1.681,OhioStreetBeach201406100200
Calumet Beach,18.3,1.98,1.455,CalumetBeach201406100300
Montrose Beach,16,27.1,1.642,MontroseBeach201406100300
Ohio Street Beach,16.9,3.4,1.721,OhioStreetBeach201406100300
Calumet Beach,18.3,1.93,1.4,CalumetBeach201406100400
Montrose Beach,16,24.79,1.589,MontroseBeach201406100400
Ohio Street Beach,16.5,3.41,1.691,OhioStreetBeach201406100400
Calumet Beach,18.2,1.83,1.441,CalumetBeach201406100500
Montrose Beach,15.9,25.78,1.622,MontroseBeach201406100500
Ohio Street Beach,16.5,3.6,1.677,OhioStreetBeach201406100500
Calumet Beach,18.2,1.86,1.393,CalumetBeach201406100600
Montrose Beach,15.8,25.29,1.555,MontroseBeach201406100600
Ohio Street Beach,16.2,4.13,1.646,OhioStreetBeach201406100600
Calumet Beach,18.1,1.82,1.407,CalumetBeach201406100700
Montrose Beach,15.8,27.6,1.614,MontroseBeach201406100700
Ohio Street Beach,15.9,4.2,1.673,OhioStreetBeach201406100700
Calumet Beach,18.1,1.68,1.457,CalumetBeach201406100800
Montrose Beach,15.8,24.67,1.573,MontroseBeach201406100800
Ohio Street Beach,15.7,4.25,1.669,OhioStreetBeach201406100800
Calumet Beach,18.1,1.62,1.462,CalumetBeach201406100900
Montrose Beach,15.7,27.8,1.632,MontroseBeach201406100900
Ohio Street Beach,15.9,4.06,1.723,OhioStreetBeach201406100900
Calumet Beach,18.1,1.67,1.456,CalumetBeach201406101000
Montrose Beach,15.8,25.19,1.654,MontroseBeach201406101000
Ohio Street Beach,16,4.45,1.717,OhioStreetBeach201406101000
Calumet Beach,18.1,1.65,1.521,CalumetBeach201406101100
Montrose Beach,15.9,24.74,1.614,MontroseBeach201406101100
Calumet Beach,18.1,1.64,1.469,CalumetBeach201406101300
Ohio Street Beach,16.1,4.23,1.725,OhioStreetBeach201406101100
Calumet Beach,18.1,1.64,1.443,CalumetBeach201406101200
Montrose Beach,15.9,23.64,1.625,MontroseBeach201406101200
Ohio Street Beach,16.2,4.29,1.679,OhioStreetBeach201406101200
Montrose Beach,15.9,25.25,1.622,MontroseBeach201406101300
Ohio Street Beach,16.2,4.46,1.729,OhioStreetBeach201406101300
Calumet Beach,18.1,1.7,1.439,CalumetBeach201406101400
Montrose Beach,15.9,22.89,1.648,MontroseBeach201406101400
Ohio Street Beach,16.2,4.76,1.684,OhioStreetBeach201406101400
Calumet Beach,18.1,1.7,1.515,CalumetBeach201406101500
Montrose Beach,15.8,23.63,1.632,MontroseBeach201406101500
Ohio Street Beach,16.2,4.8,1.686,OhioStreetBeach201406101500
Calumet Beach,18,1.78,1.439,CalumetBeach201406101600
Montrose Beach,15.8,21.3,1.599,MontroseBeach201406101600
Ohio Street Beach,16.2,4.84,1.651,OhioStreetBeach201406101600
Calumet Beach,18,1.75,1.427,CalumetBeach201406101700
Montrose Beach,15.8,22.1,1.583,MontroseBeach201406101700
Ohio Street Beach,16.1,5.58,1.627,OhioStreetBeach201406101700
Calumet Beach,18,1.84,1.443,CalumetBeach201406101800
Montrose Beach,15.8,22.12,1.597,MontroseBeach201406101800
Ohio Street Beach,16,5.49,1.656,OhioStreetBeach201406101800
Calumet Beach,17.9,2.08,1.423,CalumetBeach201406101900
Montrose Beach,15.7,21.89,1.603,MontroseBeach201406101900
Ohio Street Beach,15.8,5.5,1.643,OhioStreetBeach201406101900
Calumet Beach,17.9,2.23,1.472,CalumetBeach201406102000
Montrose Beach,15.6,17.97,1.614,MontroseBeach201406102000
Ohio Street Beach,15.7,5.64,1.648,OhioStreetBeach201406102000
Calumet Beach,17.8,2.32,1.493,CalumetBeach201406102100
Montrose Beach,15.6,18.58,1.638,MontroseBeach201406102100
Ohio Street Beach,15.6,6.35,1.717,OhioStreetBeach201406102100
Calumet Beach,17.7,3.11,1.477,CalumetBeach201406102200
Montrose Beach,15.6,22.51,1.62,MontroseBeach201406102200
Ohio Street Beach,15.6,6.79,1.67,OhioStreetBeach201406102200
Calumet Beach,17.6,3.14,1.508,CalumetBeach201406102300
Montrose Beach,15.5,23.9,1.646,MontroseBeach201406102300
Ohio Street Beach,15.5,7.62,1.716,OhioStreetBeach201406102300
Calumet Beach,17.6,3.39,1.465,CalumetBeach201406112400
Montrose Beach,15.5,24.98,1.619,MontroseBeach201406112400
Ohio Street Beach,15.5,6.53,1.662,OhioStreetBeach201406112400
Calumet Beach,17.6,4.33,1.499,CalumetBeach201406110100
Montrose Beach,15.4,22.81,1.614,MontroseBeach201406110100
Ohio Street Beach,15.5,6.13,1.665,OhioStreetBeach201406110100
Calumet Beach,17.5,3.85,1.447,CalumetBeach201406110200
Montrose Beach,15.4,23.43,1.614,MontroseBeach201406110200
Ohio Street Beach,15.5,5.72,1.666,OhioStreetBeach201406110200
Calumet Beach,17.4,3.64,1.441,CalumetBeach201406110300
Montrose Beach,15.4,23.19,1.576,MontroseBeach201406110300
Ohio Street Beach,15.5,5.4,1.654,OhioStreetBeach201406110300
Calumet Beach,17.5,3.28,1.424,CalumetBeach201406110400
Montrose Beach,15.3,22.57,1.582,MontroseBeach201406110400
Ohio Street Beach,15.5,5.24,1.657,OhioStreetBeach201406110400
Calumet Beach,17.5,2.46,1.398,CalumetBeach201406110500
Montrose Beach,15.3,23.97,1.576,MontroseBeach201406110500
Ohio Street Beach,15.4,6.31,1.625,OhioStreetBeach201406110500
Calumet Beach,17.5,2.39,1.392,CalumetBeach201406110600
Montrose Beach,15.2,24.57,1.545,MontroseBeach201406110600
Ohio Street Beach,15.4,7.16,1.601,OhioStreetBeach201406110600
Calumet Beach,17.4,2.62,1.384,CalumetBeach201406110700
Montrose Beach,15.2,23.78,1.549,MontroseBeach201406110700
Ohio Street Beach,15.5,5.61,1.598,OhioStreetBeach201406110700
Calumet Beach,17.4,2.74,1.387,CalumetBeach201406110800
Montrose Beach,15.2,21.88,1.542,MontroseBeach201406110800
Ohio Street Beach,15.6,5.67,1.594,OhioStreetBeach201406110800
Calumet Beach,17.3,2.71,1.449,CalumetBeach201406110900
Montrose Beach,15.3,18.94,1.575,MontroseBeach201406110900
Ohio Street Beach,15.6,5.99,1.667,OhioStreetBeach201406110900
Calumet Beach,17.1,2.71,1.439,CalumetBeach201406111000
Montrose Beach,15.3,17.91,1.578,MontroseBeach201406111000
Ohio Street Beach,15.6,6.24,1.635,OhioStreetBeach201406111000
Calumet Beach,17,2.46,1.458,CalumetBeach201406111100
Montrose Beach,15.3,18.59,1.593,MontroseBeach201406111100
Ohio Street Beach,15.7,7.43,1.647,OhioStreetBeach201406111100
Calumet Beach,17.2,2.34,1.444,CalumetBeach201406111200
Montrose Beach,15.3,19.14,1.612,MontroseBeach201406111200
Ohio Street Beach,15.7,7.41,1.648,OhioStreetBeach201406111200
Calumet Beach,17.2,2.27,1.464,CalumetBeach201406111300
Montrose Beach,15.6,18.05,1.587,MontroseBeach201406111300
Ohio Street Beach,16,7.01,1.637,OhioStreetBeach201406111300
Calumet Beach,17.5,2.13,1.412,CalumetBeach201406111400
